gene_name     synth_rate halflife
SLC38A7              1.1      8.7
PPP2R5C              1.8      9.1
SART1                2.3      7.6
P4HA3                6.7     21.2
FLVCR2               0.4      9.3
GPSM3                2.5     16.0
KIAA0368             4.0     10.5
CYP4A22             14.1     17.1
AMHR2                2.1     17.8
SLC9A3               3.6     18.7
SLC35B2              3.6      7.8
GPLD1                5.1     31.6
CUTA                12.1      9.7
KCNK15               9.5     28.0
CXorf21              1.3      8.3
NMNAT3               2.1     19.4
BCCIP                0.7      6.9
ACVR1                1.3     19.8
NOC3L                1.6     15.4
ADH7                 1.6      7.3
RAB3IL1             12.1      9.3
COG5                 4.7     11.7
MBTD1                4.0     13.4
CELF6                3.3     11.0
TRIM49C              3.6      9.2
LINC00935            0.6     13.6
PRIMPOL              0.2     15.2
ZNF577               9.9     11.5
ZNF354A              0.3     15.2
GABRB3               0.3      8.4
KRTAP21-1            6.7     24.9
TIMELESS             6.7      4.6
EXOC6                2.2     12.7
P2RX5-TAX1BP3        1.3      9.4
CBX5                 2.3      6.5
SSSCA1              13.1      7.8
RPUSD1               6.7      8.6
MASP1                0.4      8.0
TMEM215              1.4     23.8
H1FNT                1.2     13.8
NDUFB1               7.9      3.8
BTBD19               2.5     28.6
C8orf74              9.7     21.2
CAV3                 1.7     23.8
RARB                 2.7     13.5
SEL1L2               0.5     11.0
SQRDL                2.5     18.8
MAP2                 8.4      9.9
CT47A3               1.0      8.0
UCN                  8.8     12.7
HBA1                 4.7     16.3
CTAGE4               0.8     13.1
PWP1                 1.6     13.7
B4GALNT1             2.0      7.3
CDH1                 2.6     11.9
MPP1                 2.1     17.6
CCDC115              0.3     27.1
SPG20                2.5      8.8
CCL3                 6.8     26.9
ZNF552               1.8      4.9
RP11-546B8.6         2.4      4.0
ETV1                 5.0     21.2
TOMM20L              1.1      8.3
KCNK10               4.6      4.3
OR5B17               3.1     12.9
EXOSC10              2.2      2.4
LDHC                 1.0      6.5
SEC11A               4.5     26.2
PLEKHG7              0.6     14.4
KLHDC10              0.7      7.9
AC002429.5           1.0      8.5
ERICH1               1.8     12.9
ID4                  8.9      4.3
NKRF                 1.1     11.9
TBC1D12              2.5     18.8
WDR6                 2.4     14.5
LIN7A                1.5     14.1
ABL1                 0.6     10.9
IL3                  2.5     11.0
LRTOMT               0.2     14.0
ECHDC3               8.5      6.9
BRDT                 1.1     17.0
UGT2B10             12.5     10.1
KNTC1                2.0     20.5
MANEA                1.0     23.9
IFNA21               1.6     13.2
EFCAB10              0.6     15.0
PIM2                 4.4     23.5
LY6G6E               2.8     10.6
SLC26A1              1.6     14.7
HOXB5                0.9     10.2
banana               5.2     18.5
PRPH2                5.6     12.1
SPATA31E1            1.6     13.8
DND1                 2.7     12.3
ZEB2                 2.1     15.1
RRM2B                1.6     18.1
PTER                 8.9      7.5
KIF17               11.3     13.4
SLC22A17             7.5     16.0
FERD3L               4.7     13.8
VGLL4                2.1     11.0
HPF1                 6.3     13.1
PINK1                0.8     11.2
coriander            2.2     10.2
TIMM17A              1.3      6.1
HELZ2                2.4     30.7
STRN                 3.3     11.7
NPEPPS               1.1     45.1
MSH4                 4.4      8.2
SV2B                 1.8     32.8
RASGRP2              0.9      9.4
REM2                 3.0      6.2
TMEM102              1.9     11.6
RPH3AL              17.4     24.0
GABRR1              33.6      9.5
SPRR2A               0.5     16.2
LAMB3                1.0     13.3
HEPN1                3.2     12.8
GPIHBP1              1.2     14.8
AGO3                 1.5     12.6
MMS22L               2.0     18.8
SPSB1                0.5     11.6
CD46                 3.6     15.4
UNG                  0.6     12.8
SIX3                 1.2      6.5
DLAT                 1.9      6.4
ADPRM                2.1     17.1
GGTLC2               5.4     17.4
FGFR4                1.6     24.3
BRIX1                1.9     20.5
USP17L13             2.2      8.4
CES1                 1.4     19.5
OR5AP2               0.6      5.8
AGTPBP1              2.6     10.2
PRSS23               5.8     11.7
OR2T10               3.0      8.8
LRP11                1.1     16.2
RPA2                 1.5     10.3
FUT5                 3.0     13.6
ACADM                2.7     18.2
VTCN1                0.8     16.9
CYP4F22              1.3      8.8
NUCKS1               3.0     14.4
PIKFYVE              3.7     12.9
ANXA5                2.6     24.8
DNTTIP1              0.9     17.0
ANKEF1               3.9     11.7
ZNF20                1.1     28.7
SIRT5                2.5     10.3
BMPR2                9.9      7.7
OR2T35               1.7     10.2
TRMT6                3.1     11.4
CTBP2                0.7     11.1
SLC39A5              0.6     11.9
NCLN                 3.5      9.5
ZDHHC12              3.1     16.6
RP11-6L6.2           1.7      7.2
MCM5                 6.1     11.1
ORAI3                8.0     10.5
AATK                 2.3     15.4
IRF8                 4.8     10.9
HNRNPF               2.1     12.1
CERS2                0.7     10.5
HSD17B10             4.3     14.6
TEX101               3.4     11.1
TARSL2               0.5      6.2
TTN                  1.2     17.1
XPOT                 1.2      8.0
PREPL                8.0     10.0
VNN2                 2.0     12.0
OXLD1                3.0     15.3
ING1                 2.1     12.0
TRPV5                0.6      8.0
EXOSC9               0.9      5.9
PTPN12               0.6      8.1
GULP1                1.8      6.6
SOBP                 0.5     30.2
AMPD3                6.7      9.1
SYNC                 2.5     10.4
TTLL7                0.2     24.0
SCGB3A2              3.7      7.3
GRB14                1.0     10.7
EIF3B                1.2      8.9
GABRB2               2.2      6.4
ABI1                 1.2     12.0
COPS5                3.5     13.0
ANXA11               5.3     11.4
OR10W1               3.0     10.2
CCDC83               2.3      9.9
SSX1                 0.8      8.5
PPP2R2A              0.6     13.0
THRSP                1.3     11.3
LMAN2                0.3      7.4
PNRC1                3.5      7.0
PSMD6                1.4     17.7
GUCY1A2              1.5     16.3
CYTIP                4.6     12.6
YIPF6                0.6      7.8
SLC6A4               0.3      8.1
thyme                8.2     20.6
SSPO                 0.9     11.6
XRN1                 1.7     19.1
KRTAP10-11           0.9     11.5
VPS16                5.9     11.9
LHX4                 2.7     21.6
SMIM13               0.8     14.2
TST                  4.3     17.8
ZBTB10               4.7     38.4
UBE2E1               1.5      9.9
PRKCQ                1.8     16.4
CFAP57               1.1      6.8
CBLN4                2.0     13.8
PXK                  4.3     12.1
SMC2                 1.9     16.3
PPP3R1               5.0     15.5
DNAJC19              2.5     21.2
CREBL2               5.1      8.9
GRM4                 4.8     11.0
KRTAP2-2             1.1      8.3
DDX60                1.2     10.5
FTL                 12.1      8.4
ABCA10               0.7     15.3
RAB3GAP1             0.3     12.0
RASGRP3              1.3     16.0
ZRANB1               1.0     19.1
TMSB4Y               2.2     19.4
PDE6B                0.4     15.1
BAX                  4.4     33.4
ALKBH8               4.3     25.1
NNMT                 4.7     16.1
BMI1                 5.3      7.4
MBD3                 3.0      5.4
HDC                  2.9     26.6
RPP30                0.3      8.6
SPATC1               1.1     13.4
SRPK1                1.4      5.7
SAMD10               6.1     15.7
PPP3CC               9.6      3.8
POU4F3               1.4      8.1
EFEMP1               0.8     28.0
RPL34                3.6     12.4
KIFAP3               0.9     11.2
REEP6                1.3     14.7
KCNA10               0.5     12.7
ERI1                10.4     18.2
EXOC8                6.9      8.2
GPALPP1              1.6     10.0
C19orf53             2.4     26.8
MYL2                 5.3      9.4
CDC37L1              1.1     15.5
SERPING1             0.5      6.3
IDNK                 2.9     14.7
MAGEC3               1.1     11.5
E2F3                 3.2     12.8
KDM1B                2.2      8.9
TNRC6C               0.8     12.3
RNASEH2A             3.2     37.5
CD151                2.0     22.3
currant              1.9     14.3
KIF26B               1.5     16.2
CDR2L                3.1     15.6
RPLP0                0.9     13.5
KLHL17               6.5     16.7
C1orf146            20.2     20.8
C5orf30              7.2      6.7
PTX4                 2.2      4.8
FCAR                11.6     12.0
EPS15L1              3.7      3.6
CARNMT1              1.7     14.0
ELL3                 3.7      9.8
GYPB                 3.9      7.1
TIMM23               5.3      8.2
ADCK2                2.8     11.3
ANKS1A              12.8     15.7
SLC2A10              0.8     12.0
CRYBA4               2.1     14.2
APOPT1               0.3      9.8
RNF157               2.7     14.0
HIST1H2BF            1.2     13.2
CLPTM1               1.8     14.3
KRTAP10-3            1.2     26.6
BEX5                 0.3      6.5
MAFG                 3.2      8.8
MCF2                 1.2     14.0
TPSG1                0.4     12.4
UBLCP1               0.8     12.9
TNFRSF14             2.4      9.0
KRAS                 0.3     13.6
KRTAP4-2             3.0      9.2
DLEC1                3.4      7.7
ANLN                 2.1     13.2
IL32                 2.1     13.9
SLC12A7              0.5      6.7
FER1L5               6.8     33.5
ATP1A1               7.6      8.3
RASSF8               2.8     16.8
TTC27                1.0     15.0
CENPK                4.8     18.1
CEBPZ                2.7     28.8
SPEF2                2.4     14.7
DOT1L                0.5     10.5
CA7                  0.8      9.8
IQCG                 0.7     22.1
KRTAP10-10           0.4     10.6
DLX4                13.9     13.7
FAS                  3.9     22.0
FGF13                1.2      8.9
CNP                  7.6      9.1
ACOT6                8.9      8.8
WDPCP                2.9     20.0
CFLAR                0.3      9.9
TARDBP               2.1     13.5
OAS2                 2.7     11.5
FLT3LG               0.7     10.4
FLII                10.7      8.2
PSME1                0.6     17.7
TPD52L1              2.4     10.3
NDUFB2               0.6      7.7
BCL7B                6.6     10.0
GHRHR                7.4     15.4
RBMX2                8.1      8.5
RANBP10              3.1     13.0
EOGT                 1.8      5.5
TAF10                0.4     18.3
IVL                  1.8     18.0
TMED10               7.1      6.7
TMEM213              0.5      8.0
PURG                 2.9     15.3
F2                   1.5      9.6
APITD1               5.8      5.6
DDX17                4.1      7.6
KIAA0922             0.9     16.4
PACSIN3             20.1     33.0
FBXW2                2.9      7.7
INO80C               0.8      9.7
CPSF7                0.8      6.8
C1QTNF6              2.5     15.6
CYP2W1               1.1     11.9
PANK1                0.6     20.0
CALCOCO2             2.7     11.0
PKP2                 2.4     31.8
GABRE                4.3     18.0
DIRAS3               2.0     17.9
KRTAP21-2            1.9     20.2
EBP                  5.9      9.8
TYK2                 1.4     18.9
LUC7L3               5.0     21.1
ZSWIM2               1.9      7.2
SSX3                 1.7      5.8
