gene_name         0h    12h    24h    48h    96h 
RPL4              14.9    8.9    4.2    1.0    0.0 
ZWILCH             6.0    3.9    1.9    0.5    0.0 
LCTL               8.2    7.4    5.6    2.9    0.4 
SMAD6             95.9   47.1   19.9    2.6    0.0 
SMAD3             49.9   49.2   44.6   30.9    9.0 
AAGAB             32.6   41.6   47.6   51.8   34.6 
IQCH              57.4   63.2   66.5   63.1   28.7 
C15orf61          70.8   70.3   49.8   30.1    5.6 
MAP2K5            21.7    9.9    4.9    0.7    0.0 
SKOR1             25.1   27.1   25.9   22.2    8.3 
PIAS1             19.2   25.7   31.3   32.1   20.4 
RP11-315D16.2      5.5    5.1    3.8    1.7    0.3 
CALML4           230.2  301.8  367.1  377.1  240.9 
CLN6              42.4   23.9   10.9    2.0    0.0 
FEM1B             17.0   17.6   16.5    9.2    2.0 
ITGA11            53.0   42.3   28.7   10.0    0.8 
CORO2B            82.9   74.9   50.4   21.2    2.1 
ANP32A             5.1    4.2    3.1    1.6    0.2 
SPESP1            10.2    8.6    7.3    3.7    0.6 
NOX5              61.6   74.5   99.9   90.2   57.2 
GLCE              36.1   17.7    6.0    1.0    0.0 
PAQR5             21.2   19.2   13.7    5.6    0.5 
KIF23             89.9  128.8  194.1  348.2  596.7 
RPLP1              9.2    3.3    1.1    0.1    0.0 
TLE3             718.1  940.6 1086.7 1063.7  730.8 
UACA             114.3   95.0   74.7   30.3    3.3 
LARP6             32.5   40.2   41.0   46.5   33.0 
LRRC49            11.6    6.0    2.6    0.5    0.0 
THAP10           169.3  144.0  109.8   53.9    6.9 
THSD4              5.9    2.5    1.1    0.1    0.0 
CT62               5.7    1.5    0.4    0.0    0.0 
NR2E3             64.5   80.5   78.9   71.5   36.5 
MYO9A             18.8   12.3    7.7    2.6    0.2 
SENP8             45.5   49.8   46.5   36.0   13.0 
GRAMD2             8.6    7.3    6.4    3.5    0.7 
PKM              114.8   52.4   19.9    2.7    0.0 
PARP6             13.2   14.3   13.1   10.2    3.1 
RP11-106M3.5      26.7   16.1    7.6    1.8    0.1 
CELF6             36.7   29.1   20.0    7.9    0.7 
RP11-106M3.2     116.0  153.0  161.4  169.1   96.5 
HEXA               9.0    9.0    9.5    6.7    2.0 
TMEM202           21.7    4.9    0.8    0.0    0.0 
ARIH1             65.2   51.0   31.2   11.2    0.9 
GOLGA6B           15.2    7.1    3.1    0.5    0.0 
HIGD2B            13.6   10.3    7.2    2.5    0.2 
BBS4              88.8  125.0  168.4  242.1  297.0 
ADPGK            108.2  155.8  195.8  281.7  368.6 
NEO1              50.7   49.7   44.3   34.2    9.2 
HCN4              15.1    4.4    1.5    0.1    0.0 
REC114            36.7   45.2   44.3   38.8   16.8 
NPTN              81.9   98.6  113.7   99.0   47.3 
CD276             68.0   57.5   45.8   19.5    2.2 
C15orf59         236.0  230.5  219.0  147.1   43.4 
TBC1D21          201.5  112.0   65.8   15.1    0.5 
LOXL1              7.3    6.2    3.9    1.6    0.1 
STOML1            26.0   17.7   14.3    5.3    0.4 
PML               12.0    9.3    7.0    3.1    0.3 
GOLGA6A           47.2   45.1   41.2   20.7    5.1 
ISLR2             25.6   16.7    9.0    1.9    0.1 
ISLR             111.3   54.5   20.6    3.2    0.0 
STRA6             53.4   78.3   85.8  104.9   81.1 
CCDC33            50.0   20.4    6.1    0.5    0.0 
CYP11A1           40.6   51.5   64.2   74.6   63.3 
SEMA7A            19.6   27.2   35.5   39.0   27.6 
UBL7              67.7   48.5   29.9    7.6    0.6 
ARID3B             8.0    5.0    2.7    0.7    0.0 
CLK3               8.3    7.9    7.3    3.3    0.6 
EDC3              13.9    4.9    1.4    0.1    0.0 
CYP1A1            41.1   31.5   24.7   11.1    1.2 
CYP1A2           243.1  313.5  293.1  247.6   88.9 
CSK               11.9    6.8    3.7    0.8    0.0 
LMAN1L            34.1   24.9   15.9    4.8    0.3 
CPLX3              6.3    2.4    1.0    0.1    0.0 
ULK3              43.6   46.3   39.7   20.6    4.7 
SCAMP2            26.3   38.2   49.9   61.3   60.4 
MPI               28.2   20.7   11.7    4.0    0.3 
FAM219B           23.7   16.6   10.3    2.9    0.1 
COX5A             18.0   20.7   20.4   15.0    5.9 
RPP25             62.7   27.4    9.0    1.2    0.0 
SCAMP5            20.7   14.7    9.3    2.5    0.1 
PPCDC              5.9    4.4    2.8    0.9    0.1 
C15orf39          69.8   25.2    8.6    0.7    0.0 
GOLGA6D          174.4  197.8  218.7  199.4  102.2 
GOLGA6C           24.3   23.2   23.9   17.9    6.6 
COMMD4            14.4    2.1    0.2    0.0    0.0 
NEIL1             38.4   51.1   60.0   57.4   31.8 
MAN2C1            14.6   13.3   13.5    9.5    2.9 
SIN3A              3.4    2.5    1.7    0.6    0.0 
PTPN9             46.4   75.1  109.9  179.6  246.7 
SNUPN             18.5    9.5    4.2    0.5    0.0 
IMP3              18.3    5.6    1.6    0.1    0.0 
SNX33             71.8   82.6   72.4   45.7   14.2 
CSPG4             65.3   91.2  107.6  137.3   95.6 
ODF3L1            14.3   13.9   10.1    5.0    1.0 
UBE2Q2            19.2    6.9    2.5    0.2    0.0 
FBXO22            33.5   45.6   58.5   71.8   64.6 
NRG4               9.4    1.1    0.2    0.0    0.0 
TMEM266            7.1    2.7    1.0    0.1    0.0 
ETFA              14.3   14.1   10.5    6.3    0.9 
ISL2              33.8   49.5   58.9   71.5   61.6 
SCAPER             7.5    4.7    2.2    0.5    0.0 
RCN2              42.2   38.0   26.1   13.8    2.1 
PSTPIP1           69.8   40.0   21.0    4.8    0.1 
TSPAN3            57.0   60.3   66.2   45.3   17.8 
PEAK1             18.9   16.6   13.8    5.9    0.7 
HMG20A            26.2   20.9   18.3    7.9    1.0 
LINGO1            40.4   52.1   70.9   80.0   78.1 
TBC1D2B           49.1   63.9   65.5   63.0   28.5 
SH2D7              4.8    1.9    0.6    0.1    0.0 
CIB2              26.1   22.9   17.4    8.8    1.3 
IDH3A             68.5   66.6   57.8   35.4    8.2 
ACSBG1            10.0    4.6    2.0    0.3    0.0 
DNAJA4            21.1   10.9    5.3    0.8    0.0 
WDR61            109.5  145.0  175.6  172.3  123.6 
CRABP1             1.9    0.8    0.3    0.0    0.0 
IREB2             27.8   25.5   19.1    9.7    1.3 
HYKK              29.9   32.3   31.0   23.9    9.3 
PSMA4             10.4    3.5    1.2    0.1    0.0 
CHRNA5             6.0    2.7    1.1    0.1    0.0 
CHRNA3            28.9   31.5   33.6   27.0   11.0 
CHRNB4            21.4    8.9    3.2    0.4    0.0 
ADAMTS7            8.9    2.7    0.7    0.0    0.0 
MORF4L1           19.7   24.7   23.8   22.2    9.6 
CTSH             110.6  122.6  118.9   87.8   32.5 
RASGRF1           58.7  116.7  179.7  366.1 1112.2 
ANKRD34C         170.6  315.3  471.7  985.6 2186.4 
TMED3             12.2   17.7   20.7   27.0   25.4 
KIAA1024           5.3    3.7    2.5    0.8    0.0 
MTHFS              2.9    2.2    1.5    0.6    0.0 
ST20-MTHFS         6.7    4.3    2.6    0.7    0.0 
ST20              23.2    5.0    1.0    0.0    0.0 
BCL2A1            13.8   17.5   17.2   17.2    9.6 
ZFAND6             1.5    0.2    0.0    0.0    0.0 
FAH              116.8   92.2   67.4   27.2    2.9 
LINC01314          8.7    8.8    6.5    3.0    0.5 
ARNT2            166.1   74.4   24.3    3.3    0.0 
ABHD17C           11.5    9.6    7.6    3.0    0.3 
CEMIP             30.9   31.6   30.2   18.2    3.6 
MESDC2            18.1   12.9    7.0    1.7    0.1 
MESDC1            35.1   46.2   49.2   53.7   41.2 
CFAP161          286.9  235.5  165.6   67.0    7.1 
IL16              20.5   28.7   27.2   25.0   12.4 
STARD5            56.6   42.5   31.3   12.5    1.5 
TMC3              13.3   10.5    7.1    2.5    0.2 
MEX3B             98.7  103.4   81.7   46.2    9.5 
EFL1              26.7   11.1    5.1    0.8    0.0 
SAXO2             16.1   20.0   19.7   17.5    6.9 
GOLGA6L10         49.4   36.0   25.8    9.3    0.7 
GOLGA6L9          62.9   48.2   38.3   19.5    2.4 
RPS17            113.2  142.3  144.9  161.0   89.8 
RP11-152F13.10    31.1   44.7   51.0   52.0   39.3 
CPEB1             39.0   31.6   22.2    8.1    0.8 
AP3B2             22.0   30.3   38.6   45.5   50.4 
FSD2              42.4   19.3    7.8    1.1    0.0 
WHAMM             23.2    5.1    1.0    0.0    0.0 
HOMER2            31.6   33.8   24.4   13.3    1.9 
FAM103A1           4.6    2.0    0.8    0.1    0.0 
C15orf40         316.1  215.9  137.9   46.5    3.0 
BTBD1            129.7  153.1  171.7  181.4   99.4 
TM6SF1            10.8   16.3   19.1   28.1   34.0 
RP11-382A20.3      9.6    4.0    1.5    0.1    0.0 
BNC1              14.3    6.3    2.2    0.2    0.0 
SH3GL3             9.5    7.3    5.5    2.0    0.2 
ADAMTSL3           3.2    2.5    1.8    0.6    0.1 
UBE2Q2L           42.5   41.6   27.7   11.9    1.6 
GOLGA6L4          34.0   38.4   41.9   29.8   15.4 
ZSCAN2             3.5    2.6    1.3    0.5    0.0 
WDR73             14.0   13.3   12.7    8.9    2.3 
NMB               13.7    6.8    2.8    0.4    0.0 
SEC11A           114.4  192.3  244.2  331.8  364.2 
ZNF592           107.6  146.3  175.8  200.0  128.5 
ALPK3             36.0    6.1    0.9    0.0    0.0 
SLC28A1            3.5    1.9    1.1    0.2    0.0 
PDE8A             52.1   50.4   43.6   27.0    6.7 
AKAP13            24.5   15.3   11.6    4.1    0.3 
KLHL25            26.8   18.9   10.9    3.9    0.3 
AGBL1             30.3   41.8   44.5   43.1   29.2 
NTRK3              9.9   10.3   10.6    7.5    2.7 
MRPL46            30.9   22.7   16.9    5.9    0.5 
MRPS11            24.9   21.6   19.7   11.4    2.1 
DET1              15.2   12.3   10.2    5.4    0.7 
AEN               28.3   28.9   29.6   17.8    4.8 
ISG20             29.3   24.2   15.6    6.6    0.5 
ACAN              27.9   21.1   17.3    8.5    0.9 
HAPLN3            13.2    4.8    1.6    0.1    0.0 
MFGE8            108.6  107.1  116.4   82.4   30.1 
ABHD2             10.9    4.9    1.8    0.2    0.0 
RLBP1             54.2   60.4   66.3   50.1   21.9 
FANCI             73.9   61.4   51.9   23.8    4.1 
POLG             125.5  131.5  133.8  101.7   39.0 
RHCG              15.7   12.1    8.7    3.9    0.4 
TICRR             83.0   58.8   45.8   18.6    1.9 
KIF7              93.7  115.6  114.3   84.7   31.2 
PLIN1            319.6  181.3   79.8   18.2    0.4 
PEX11A            15.3    9.8    5.2    1.6    0.1 
WDR93             13.5   14.6   14.8   11.7    5.4 
MESP1            134.9   73.8   35.4    6.5    0.2 
MESP2              4.8    3.3    2.0    0.7    0.0 
ANPEP             72.9   31.9    9.2    1.0    0.0 
AP3S2             40.2   30.3   17.8    5.6    0.3 
C15orf38-AP3S2     3.7    1.3    0.4    0.0    0.0 
ARPIN             62.7   55.7   39.9   17.3    1.8 
ZNF710            16.5   12.0    7.6    2.8    0.2 
IDH2              12.3    0.9    0.1    0.0    0.0 
SEMA4B            12.9   14.4   15.6   11.5    5.3 
CIB1              59.3   43.9   27.5    7.6    0.5 
GDPGP1            16.2    6.3    1.7    0.1    0.0 
RP11-697E2.6      22.0   16.0    9.0    2.5    0.1 
NGRN              73.8   96.7   92.2   71.5   25.4 
RP11-697E2.12      5.8    1.7    0.6    0.0    0.0 
ZNF774            38.1   32.6   26.0   11.5    1.5 
IQGAP1            24.3   10.1    4.2    0.5    0.0 
CRTC3             18.9   21.9   19.8   12.6    3.7 
BLM               59.2   19.5    5.9    0.5    0.0 
FURIN             20.6   22.6   19.6   12.9    3.5 
FES               47.0   36.1   24.3   10.7    1.1 
MAN2A2            20.2   16.6   10.8    4.0    0.3 
HDDC3             21.5    6.0    1.6    0.1    0.0 
UNC45A             8.4    1.1    0.1    0.0    0.0 
RCCD1            164.9  209.8  217.8  209.0  113.5 
PRC1               8.1    1.7    0.4    0.0    0.0 
VPS33B             0.6    0.3    0.1    0.0    0.0 
SV2B              57.8  103.3  144.4  213.1  384.3 
SLCO3A1          187.2  188.4  136.9   86.8   18.1 
ST8SIA2           44.9   19.4   10.0    1.7    0.0 
FAM174B           31.4   15.7    7.3    1.2    0.0 
RP11-437B10.1     37.9   37.7   34.2   22.8    7.9 
CHD2              51.7   53.6   52.1   37.4    9.3 
RGMA              21.7    6.5    1.5    0.1    0.0 
MCTP2             22.2   22.7   20.5   13.6    3.9 
NR2F2             18.7   11.7    6.8    1.6    0.1 
SPATA8            45.3   29.6   17.0    6.2    0.3 
ARRDC4            54.9   76.9   87.3   89.3   74.1 
FAM169B            5.8    2.3    0.9    0.1    0.0 
IGF1R             19.2   14.6   11.5    4.0    0.4 
PGPEP1L           24.7    7.0    1.6    0.1    0.0 
SYNM              18.0   11.4    6.8    2.5    0.1 
TTC23             44.4   60.7   69.6   88.8   73.1 
LRRC28            19.6   19.4   16.4   13.2    4.3 
AC022819.1         8.0    8.6   10.6    7.6    3.3 
MEF2A              6.4    3.7    2.2    0.4    0.0 
LYSMD4            19.0   14.6    8.8    3.7    0.3 
ADAMTS17          17.4    6.4    2.5    0.2    0.0 
CERS3             22.3   28.5   29.1   33.2   20.0 
LINS1             42.1   20.0    8.5    1.1    0.0 
ASB7             110.6   92.5   65.3   25.3    2.1 
AC087762.1        86.8  132.9  144.8  193.5  179.4 
ALDH1A3           59.5   46.4   32.5   11.6    1.0 
LRRK1            853.3  669.0  465.9  173.7   15.3 
CHSY1             38.8    7.5    1.1    0.0    0.0 
VIMP             159.4  182.3  181.0  133.1   45.5 
SNRPA1            32.6   29.0   25.2   14.4    2.3 
PCSK6            174.3  207.1  223.3  178.0   87.5 
TM2D3             13.6    8.2    4.1    0.9    0.0 
TARSL2             3.0    1.1    0.3    0.0    0.0 
OR4F6             21.0   14.3    8.9    3.2    0.2 
OR4F15             2.8    2.4    1.9    0.9    0.1 
OR4F4             26.3    7.4    1.6    0.1    0.0 
POLR3K            49.7   73.8   83.7  108.6   95.0 
SNRNP25          164.9  164.9  153.9   90.5   24.3 
RHBDF1            26.4   12.5    6.0    1.0    0.0 
MPG               20.1    9.5    4.3    0.6    0.0 
NPRL3            129.5  138.8  136.9  146.0   57.4 
HBZ               26.4   11.2    5.0    0.7    0.0 
HBM                5.6    2.2    0.7    0.1    0.0 
HBA2              34.5   30.4   21.8    9.2    1.2 
HBA1              78.7   90.6   85.9   65.0   26.9 
HBQ1              10.9    5.7    2.3    0.3    0.0 
LUC7L             68.8   65.6   59.5   32.4    6.9 
FAM234A          108.9   85.1   49.4   18.6    1.3 
AC004754.3        55.7   38.2   21.9    5.0    0.2 
RGS11              7.4    4.9    3.8    1.5    0.2 
ARHGDIG           16.1   18.3   20.8   19.4    8.0 
PDIA2             18.7   26.6   31.4   37.1   27.3 
AXIN1              5.8    0.8    0.1    0.0    0.0 
MRPL28            58.2   44.0   34.7   18.2    2.5 
TMEM8A            27.7   13.9    5.0    0.8    0.0 
NME4               5.7    1.3    0.3    0.0    0.0 
DECR2              8.8    4.6    2.2    0.5    0.0 
RAB11FIP3        122.7  114.2   94.9   56.0   11.7 
CAPN15            10.8    2.3    0.4    0.0    0.0 
PRR35             38.1   29.8   21.8    8.7    0.8 
PIGQ              82.3   69.3   61.2   28.0    3.5 
NHLRC4             6.6    1.9    0.4    0.0    0.0 
RAB40C            44.2   29.7   17.5    4.7    0.2 
WFIKKN1           19.4   15.2   12.5    5.2    0.7 
C16orf13          98.9   77.2   49.3   19.8    1.9 
MCRIP2            28.9   28.9   21.8   11.9    2.1 
WDR90             40.4   21.2    8.3    1.3    0.0 
RHOT2             13.9   17.7   17.6   14.7    5.8 
RHBDL1             8.1    3.9    1.3    0.2    0.0 
STUB1             52.0   30.8   14.7    3.3    0.1 
JMJD8             49.7   38.8   28.8   15.5    2.6 
WDR24             17.9   16.9   13.4    9.7    2.1 
FBXL16            28.8   31.7   27.7   16.3    4.8 
METRN             72.6   64.5   39.5   18.1    1.9 
FAM173A           12.7    6.4    2.3    0.3    0.0 
CCDC78            10.9   10.8   10.2    6.5    1.5 
HAGHL             42.3   15.6    5.3    0.4    0.0 
NARFL             14.0    8.9    5.0    1.1    0.0 
MSLN              11.5    3.3    0.9    0.0    0.0 
MSLNL             98.4  112.2  116.1   86.7   38.6 
RPUSD1            58.0   33.6   18.0    3.4    0.1 
CHTF18            56.2   69.4   89.1   85.0   65.6 
GNG13              5.2    3.2    1.8    0.4    0.0 
PRR25            128.5  151.4  140.0  109.5   36.1 
LMF1              11.3    8.1    5.2    1.9    0.1 
SOX8              62.8   48.1   35.0   17.2    2.0 
SSTR5             14.0    8.1    4.6    1.1    0.0 
C1QTNF8          553.1  496.7  348.0  144.7   13.4 
CACNA1H            8.5    6.2    4.1    1.9    0.2 
TPSG1              5.0    3.8    3.0    1.6    0.2 
TPSB2            399.8  440.4  484.9  351.7  165.5 
TPSAB1            32.2   36.1   35.9   24.9    8.8 
TPSD1             40.5   34.5   23.3    9.0    0.9 
UBE2I             22.4   18.3   12.6    5.2    0.4 
BAIAP3            20.1    8.6    2.9    0.3    0.0 
TSR3             148.4  181.7  257.5  246.6  165.7 
GNPTG             40.6   43.5   43.2   28.3   12.8 
UNKL              20.1   18.3   14.6    8.5    1.5 
C16orf91         207.7  182.0  141.7   71.3   10.5 
CCDC154           14.2   17.9   21.3   20.2   13.8 
CLCN7              5.9    3.6    2.1    0.5    0.0 
PTX4              10.8    2.1    0.4    0.0    0.0 
TELO2              9.1    4.0    1.2    0.2    0.0 
IFT140            28.8   40.4   40.3   37.7   22.4 
TMEM204           54.1   42.7   28.9   11.0    0.9 
CRAMP1            37.5   32.7   30.4   13.9    1.9 
LA16c-431H6.6     37.1   11.0    3.0    0.2    0.0 
HN1L              13.2    8.9    4.8    1.2    0.1 
MAPK8IP3          25.6    7.5    2.1    0.1    0.0 
NME3              48.6   30.4   16.5    3.5    0.1 
MRPS34            14.9   12.0    9.1    3.6    0.4 
EME2              29.4   27.1   19.5    8.2    0.9 
SPSB3              7.1    4.8    2.8    0.7    0.0 
NUBP2             35.8   35.6   32.1   21.9    5.6 
IGFALS            74.5   20.2    4.5    0.2    0.0 
HAGH              40.4   25.3   13.4    3.1    0.1 
FAHD1             70.9   71.5   61.4   38.6    9.2 
MEIOB             99.9   97.2   70.1   33.8    4.1 
HS3ST6            64.5   55.6   35.6   11.9    1.0 
MSRB1            136.6  192.5  227.4  274.5  229.8 
RPL3L             97.9   42.9   15.1    1.6    0.0 
NDUFB10          125.2   55.4   17.3    2.0    0.0 
RPS2              50.3   38.2   29.7   14.2    2.0 
RNF151            24.6   13.8    8.0    2.0    0.1 
TBL3              38.8   43.5   36.5   33.0   12.3 
NOXO1            126.8  128.0  126.7  103.4   43.5 
GFER              10.1   10.2    8.7    5.3    1.4 
SYNGR3           121.7  137.9  128.1  102.9   43.9 
ZNF598            36.8   12.1    4.3    0.3    0.0 
NPW              112.9  161.2  201.0  273.0  255.3 
